trip_id,arrival_time,departure_time,stop_id,stop_sequence
T118,2025-03-03T07:58:09,2025-03-03T07:58:46,S044,5
T118,2025-03-03T08:02:01,2025-03-03T08:02:43,S043,6
T118,2025-03-03T08:07:32,2025-03-03T08:08:05,S042,7
T118,2025-03-03T08:12:17,2025-03-03T08:12:46,S041,8
T118,2025-03-03T08:16:00,2025-03-03T08:16:38,S040,9
T118,2025-03-03T08:20:47,2025-03-03T08:21:15,S039,10
T118,2025-03-03T08:26:43,2025-03-03T08:27:03,S038,11
T118,2025-03-03T08:30:29,2025-03-03T08:31:06,S037,12
T119,2025-03-03T07:59:00,2025-03-03T07:59:42,S037,1
T119,2025-03-03T08:04:35,2025-03-03T08:04:50,S038,2
T119,2025-03-03T08:09:43,2025-03-03T08:09:59,S039,3
T119,2025-03-03T08:14:38,2025-03-03T08:15:01,S040,4
T119,2025-03-03T08:20:18,2025-03-03T08:20:39,S041,5
T119,2025-03-03T08:24:37,2025-03-03T08:25:15,S042,6
T119,2025-03-03T08:29:25,2025-03-03T08:29:56,S043,7
T119,2025-03-03T08:35:04,2025-03-03T08:35:25,S044,8
T119,2025-03-03T08:40:00,2025-03-03T08:40:40,S045,9
T119,2025-03-03T08:44:26,2025-03-03T08:44:59,S046,10
T119,2025-03-03T08:50:00,2025-03-03T08:50:20,S047,11
T119,2025-03-03T08:54:46,2025-03-03T08:55:17,S048,12
T120,2025-03-03T08:21:00,2025-03-03T08:21:15,S048,1
T120,2025-03-03T08:25:14,2025-03-03T08:25:44,S047,2
T120,2025-03-03T08:29:25,2025-03-03T08:30:00,S046,3
T120,2025-03-03T08:33:28,2025-03-03T08:34:07,S045,4
T120,2025-03-03T08:37:27,2025-03-03T08:37:55,S044,5
T120,2025-03-03T08:41:24,2025-03-03T08:41:42,S043,6
T120,2025-03-03T08:47:03,2025-03-03T08:47:29,S042,7
T120,2025-03-03T08:51:52,2025-03-03T08:52:11,S041,8
T120,2025-03-03T08:56:13,2025-03-03T08:56:41,S040,9
T120,2025-03-03T08:59:53,2025-03-03T09:00:29,S039,10
T120,2025-03-03T09:05:06,2025-03-03T09:05:30,S038,11
T120,2025-03-03T09:10:57,2025-03-03T09:11:41,S037,12
T121,2025-03-03T08:37:00,2025-03-03T08:37:33,S037,1
T121,2025-03-03T08:42:40,2025-03-03T08:43:16,S038,2
T121,2025-03-03T08:46:28,2025-03-03T08:47:01,S039,3
T121,2025-03-03T08:51:13,2025-03-03T08:51:45,S040,4
T121,2025-03-03T08:55:00,2025-03-03T08:55:37,S041,5
T121,2025-03-03T09:01:10,2025-03-03T09:01:42,S042,6
T121,2025-03-03T09:06:56,2025-03-03T09:07:25,S043,7
T121,2025-03-03T09:10:34,2025-03-03T09:11:03,S044,8
T121,2025-03-03T09:15:01,2025-03-03T09:15:24,S045,9
T121,2025-03-03T09:19:25,2025-03-03T09:19:58,S046,10
T121,2025-03-03T09:25:33,2025-03-03T09:26:16,S047,11
T121,2025-03-03T09:30:27,2025-03-03T09:30:44,S048,12
T122,2025-03-03T09:03:00,2025-03-03T09:03:31,S048,1
T122,2025-03-03T09:07:45,2025-03-03T09:08:18,S047,2
T122,2025-03-03T09:13:41,2025-03-03T09:13:58,S046,3
T122,2025-03-03T09:19:29,2025-03-03T09:20:10,S045,4
T122,2025-03-03T09:25:02,2025-03-03T09:25:18,S044,5
T122,2025-03-03T09:29:27,2025-03-03T09:30:04,S043,6
T122,2025-03-03T09:34:28,2025-03-03T09:35:03,S042,7
T122,2025-03-03T09:40:36,2025-03-03T09:41:06,S041,8
T122,2025-03-03T09:45:49,2025-03-03T09:46:27,S040,9
T122,2025-03-03T09:50:27,2025-03-03T09:50:50,S039,10
T122,2025-03-03T09:56:24,2025-03-03T09:56:50,S038,11
T122,2025-03-03T10:01:17,2025-03-03T10:01:59,S037,12
T123,2025-03-03T09:18:00,2025-03-03T09:18:38,S037,1
T123,2025-03-03T09:22:07,2025-03-03T09:22:48,S038,2
T123,2025-03-03T09:26:46,2025-03-03T09:27:03,S039,3
T123,2025-03-03T09:31:08,2025-03-03T09:31:38,S040,4
T123,2025-03-03T09:35:42,2025-03-03T09:35:57,S041,5
T123,2025-03-03T09:39:42,2025-03-03T09:40:24,S042,6
T123,2025-03-03T09:43:42,2025-03-03T09:44:12,S043,7
T123,2025-03-03T09:49:01,2025-03-03T09:49:25,S044,8
T123,2025-03-03T09:53:33,2025-03-03T09:54:06,S045,9
T123,2025-03-03T09:57:24,2025-03-03T09:58:08,S046,10
T123,2025-03-03T10:03:12,2025-03-03T10:03:55,S047,11
T123,2025-03-03T10:07:10,2025-03-03T10:07:30,S048,12
T129,2025-03-03T06:43:00,2025-03-03T06:43:44,S049,1
T129,2025-03-03T06:48:34,2025-03-03T06:48:58,S050,2
T129,2025-03-03T06:53:03,2025-03-03T06:53:45,S051,3
T129,2025-03-03T06:57:33,2025-03-03T06:58:08,S052,4
T129,2025-03-03T07:02:34,2025-03-03T07:03:11,S053,5
T129,2025-03-03T07:06:56,2025-03-03T07:07:19,S054,6
T129,2025-03-03T07:10:46,2025-03-03T07:11:04,S055,7
T129,2025-03-03T07:14:43,2025-03-03T07:15:23,S056,8
T129,2025-03-03T07:18:39,2025-03-03T07:19:00,S057,9
T129,2025-03-03T07:21:50,2025-03-03T07:22:31,S058,10
T129,2025-03-03T07:26:52,2025-03-03T07:27:14,S059,11
T129,2025-03-03T07:31:14,2025-03-03T07:31:55,S060,12
T130,2025-03-03T07:00:00,2025-03-03T07:00:21,S060,1
T130,2025-03-03T07:04:13,2025-03-03T07:04:32,S059,2
T130,2025-03-03T07:09:59,2025-03-03T07:10:17,S058,3
T130,2025-03-03T07:14:47,2025-03-03T07:15:19,S057,4
T130,2025-03-03T07:19:53,2025-03-03T07:20:08,S056,5
T130,2025-03-03T07:25:20,2025-03-03T07:25:58,S055,6
T130,2025-03-03T07:30:15,2025-03-03T07:30:50,S054,7
T130,2025-03-03T07:35:21,2025-03-03T07:35:54,S053,8
T130,2025-03-03T07:40:23,2025-03-03T07:40:43,S052,9
T130,2025-03-03T07:45:50,2025-03-03T07:46:09,S051,10
T130,2025-03-03T07:50:39,2025-03-03T07:50:59,S050,11
T130,2025-03-03T07:56:00,2025-03-03T07:56:31,S049,12
T131,2025-03-03T07:20:00,2025-03-03T07:20:37,S049,1
T131,2025-03-03T07:23:52,2025-03-03T07:24:23,S050,2
T131,2025-03-03T07:29:31,2025-03-03T07:30:09,S051,3
T131,2025-03-03T07:33:58,2025-03-03T07:34:31,S052,4
T131,2025-03-03T07:38:04,2025-03-03T07:38:32,S053,5
T131,2025-03-03T07:44:01,2025-03-03T07:44:21,S054,6
T131,2025-03-03T07:49:55,2025-03-03T07:50:11,S055,7
T131,2025-03-03T07:54:43,2025-03-03T07:55:25,S056,8
T131,2025-03-03T07:59:29,2025-03-03T08:00:02,S057,9
T131,2025-03-03T08:03:08,2025-03-03T08:03:24,S058,10
T131,2025-03-03T08:07:32,2025-03-03T08:08:15,S059,11
T131,2025-03-03T08:13:31,2025-03-03T08:13:49,S060,12
T132,2025-03-03T07:42:00,2025-03-03T07:42:26,S060,1
T132,2025-03-03T07:47:25,2025-03-03T07:47:44,S059,2
T132,2025-03-03T07:50:59,2025-03-03T07:51:24,S058,3
T132,2025-03-03T07:54:51,2025-03-03T07:55:26,S057,4
T132,2025-03-03T07:58:58,2025-03-03T07:59:37,S056,5
T132,2025-03-03T08:03:24,2025-03-03T08:03:50,S055,6
T132,2025-03-03T08:07:34,2025-03-03T08:08:02,S054,7
T132,2025-03-03T08:12:06,2025-03-03T08:12:39,S053,8
T132,2025-03-03T08:15:59,2025-03-03T08:16:33,S052,9
T132,2025-03-03T08:21:54,2025-03-03T08:22:34,S051,10
T132,2025-03-03T08:26:17,2025-03-03T08:26:41,S050,11
T132,2025-03-03T08:31:33,2025-03-03T08:31:58,S049,12
T133,2025-03-03T07:59:00,2025-03-03T07:59:20,S049,1
T133,2025-03-03T08:02:38,2025-03-03T08:03:17,S050,2
T133,2025-03-03T08:07:58,2025-03-03T08:08:30,S051,3
T133,2025-03-03T08:13:04,2025-03-03T08:13:31,S052,4
T133,2025-03-03T08:17:06,2025-03-03T08:17:39,S053,5
T133,2025-03-03T08:22:53,2025-03-03T08:23:12,S054,6
T133,2025-03-03T08:28:24,2025-03-03T08:28:49,S055,7
T133,2025-03-03T08:32:07,2025-03-03T08:32:47,S056,8
T133,2025-03-03T08:36:29,2025-03-03T08:36:46,S057,9
T133,2025-03-03T08:41:36,2025-03-03T08:42:12,S058,10
T133,2025-03-03T08:47:34,2025-03-03T08:48:01,S059,11
T133,2025-03-03T08:52:21,2025-03-03T08:52:39,S060,12
T134,2025-03-03T08:23:00,2025-03-03T08:23:20,S060,1
T134,2025-03-03T08:26:55,2025-03-03T08:27:11,S059,2
T134,2025-03-03T08:32:38,2025-03-03T08:33:18,S058,3
T134,2025-03-03T08:37:52,2025-03-03T08:38:13,S057,4
T134,2025-03-03T08:42:35,2025-03-03T08:43:04,S056,5
T134,2025-03-03T08:46:42,2025-03-03T08:47:11,S055,6
T134,2025-03-03T08:52:22,2025-03-03T08:53:01,S054,7
T134,2025-03-03T08:57:47,2025-03-03T08:58:29,S053,8
T134,2025-03-03T09:02:59,2025-03-03T09:03:33,S052,9
T134,2025-03-03T09:08:35,2025-03-03T09:09:06,S051,10
T134,2025-03-03T09:14:36,2025-03-03T09:15:20,S050,11
T134,2025-03-03T09:19:09,2025-03-03T09:19:41,S049,12
T135,2025-03-03T08:38:00,2025-03-03T08:38:44,S049,1
T135,2025-03-03T08:43:03,2025-03-03T08:43:22,S050,2
T135,2025-03-03T08:47:44,2025-03-03T08:48:17,S051,3
T135,2025-03-03T08:52:29,2025-03-03T08:53:03,S052,4
T135,2025-03-03T08:56:14,2025-03-03T08:56:35,S053,5
T135,2025-03-03T08:59:42,2025-03-03T09:00:13,S054,6
T135,2025-03-03T09:04:50,2025-03-03T09:05:31,S055,7
T135,2025-03-03T09:10:27,2025-03-03T09:10:55,S056,8
T135,2025-03-03T09:14:17,2025-03-03T09:14:34,S057,9
T135,2025-03-03T09:18:41,2025-03-03T09:19:01,S058,10
T135,2025-03-03T09:24:30,2025-03-03T09:25:00,S059,11
T135,2025-03-03T09:30:06,2025-03-03T09:30:47,S060,12
T136,2025-03-03T08:59:00,2025-03-03T08:59:43,S060,1
T136,2025-03-03T09:05:02,2025-03-03T09:05:20,S059,2
T136,2025-03-03T09:10:41,2025-03-03T09:11:12,S058,3
T136,2025-03-03T09:14:28,2025-03-03T09:15:05,S057,4
T136,2025-03-03T09:19:29,2025-03-03T09:20:00,S056,5
T136,2025-03-03T09:23:45,2025-03-03T09:24:06,S055,6
T136,2025-03-03T09:28:44,2025-03-03T09:29:05,S054,7
T136,2025-03-03T09:33:48,2025-03-03T09:34:24,S053,8
T136,2025-03-03T09:38:12,2025-03-03T09:38:50,S052,9
T136,2025-03-03T09:42:57,2025-03-03T09:43:28,S051,10
T136,2025-03-03T09:46:38,2025-03-03T09:47:14,S050,11
T136,2025-03-03T09:50:40,2025-03-03T09:50:55,S049,12
T137,2025-03-03T09:19:00,2025-03-03T09:19:21,S049,1
T137,2025-03-03T09:24:15,2025-03-03T09:24:42,S050,2
T137,2025-03-03T09:28:27,2025-03-03T09:29:04,S051,3
T137,2025-03-03T09:34:32,2025-03-03T09:35:05,S052,4
T137,2025-03-03T09:39:38,2025-03-03T09:40:05,S053,5
T137,2025-03-03T09:43:29,2025-03-03T09:43:52,S054,6
T137,2025-03-03T09:49:17,2025-03-03T09:49:47,S055,7
T137,2025-03-03T09:53:43,2025-03-03T09:54:10,S056,8
T137,2025-03-03T09:58:38,2025-03-03T09:58:56,S057,9
T137,2025-03-03T10:03:30,2025-03-03T10:04:13,S058,10
T137,2025-03-03T10:08:43,2025-03-03T10:09:04,S059,11
T137,2025-03-03T10:13:01,2025-03-03T10:13:21,S060,12
T143,2025-03-03T06:42:00,2025-03-03T06:42:43,S001,1
T143,2025-03-03T06:46:48,2025-03-03T06:47:26,S002,2
T143,2025-03-03T06:50:30,2025-03-03T06:51:04,S003,3
T143,2025-03-03T06:55:38,2025-03-03T06:56:05,S004,4
T143,2025-03-03T06:59:34,2025-03-03T06:59:59,S005,5
T143,2025-03-03T07:03:29,2025-03-03T07:04:09,S006,6
T143,2025-03-03T07:07:52,2025-03-03T07:08:14,S007,7
T143,2025-03-03T07:13:09,2025-03-03T07:13:24,S008,8
T143,2025-03-03T07:17:50,2025-03-03T07:18:31,S009,9
T143,2025-03-03T07:21:24,2025-03-03T07:22:07,S010,10
T143,2025-03-03T07:26:38,2025-03-03T07:27:11,S011,11
T143,2025-03-03T07:30:52,2025-03-03T07:31:33,S012,12
T144,2025-03-03T07:03:00,2025-03-03T07:03:19,S012,1
T144,2025-03-03T07:06:47,2025-03-03T07:07:20,S011,2
T144,2025-03-03T07:11:16,2025-03-03T07:11:31,S010,3
T144,2025-03-03T07:16:06,2025-03-03T07:16:24,S009,4
T144,2025-03-03T07:20:51,2025-03-03T07:21:17,S008,5
T144,2025-03-03T07:24:58,2025-03-03T07:25:27,S007,6
T144,2025-03-03T07:30:23,2025-03-03T07:30:45,S006,7
T144,2025-03-03T07:35:56,2025-03-03T07:36:28,S005,8
T144,2025-03-03T07:39:40,2025-03-03T07:40:01,S004,9
T144,2025-03-03T07:43:31,2025-03-03T07:44:15,S003,10
T144,2025-03-03T07:48:22,2025-03-03T07:49:00,S002,11
T144,2025-03-03T07:52:45,2025-03-03T07:53:00,S001,12
T145,2025-03-03T07:18:00,2025-03-03T07:18:26,S001,1
T145,2025-03-03T07:21:53,2025-03-03T07:22:09,S002,2
T145,2025-03-03T07:25:37,2025-03-03T07:25:54,S003,3
T145,2025-03-03T07:29:21,2025-03-03T07:29:59,S004,4
T145,2025-03-03T07:35:15,2025-03-03T07:35:46,S005,5
T145,2025-03-03T07:40:35,2025-03-03T07:40:51,S006,6
T145,2025-03-03T07:44:19,2025-03-03T07:44:45,S007,7
T145,2025-03-03T07:48:24,2025-03-03T07:48:40,S008,8
T145,2025-03-03T07:52:28,2025-03-03T07:52:57,S009,9
T145,2025-03-03T07:56:25,2025-03-03T07:56:42,S010,10
T145,2025-03-03T08:00:10,2025-03-03T08:00:49,S011,11
T145,2025-03-03T08:06:00,2025-03-03T08:06:43,S012,12
T146,2025-03-03T07:41:00,2025-03-03T07:41:39,S012,1
T146,2025-03-03T07:45:40,2025-03-03T07:46:17,S011,2
T146,2025-03-03T07:49:55,2025-03-03T07:50:11,S010,3
T146,2025-03-03T07:54:11,2025-03-03T07:54:45,S009,4
T146,2025-03-03T07:58:36,2025-03-03T07:59:00,S008,5
T146,2025-03-03T08:03:46,2025-03-03T08:04:08,S007,6
T146,2025-03-03T08:08:12,2025-03-03T08:08:41,S006,7
T146,2025-03-03T08:12:30,2025-03-03T08:12:59,S005,8
T146,2025-03-03T08:16:27,2025-03-03T08:17:00,S004,9
T146,2025-03-03T08:21:25,2025-03-03T08:22:02,S003,10
T146,2025-03-03T08:25:29,2025-03-03T08:25:57,S002,11
T146,2025-03-03T08:29:19,2025-03-03T08:29:53,S001,12
T147,2025-03-03T08:00:00,2025-03-03T08:00:18,S001,1
T147,2025-03-03T08:05:51,2025-03-03T08:06:15,S002,2
T147,2025-03-03T08:10:36,2025-03-03T08:11:14,S003,3
T147,2025-03-03T08:16:20,2025-03-03T08:16:52,S004,4
T147,2025-03-03T08:20:18,2025-03-03T08:21:02,S005,5
T147,2025-03-03T08:25:09,2025-03-03T08:25:44,S006,6
T147,2025-03-03T08:30:50,2025-03-03T08:31:23,S007,7
T147,2025-03-03T08:35:19,2025-03-03T08:36:03,S008,8
T147,2025-03-03T08:39:59,2025-03-03T08:40:31,S009,9
T147,2025-03-03T08:45:21,2025-03-03T08:46:05,S010,10
T147,2025-03-03T08:49:24,2025-03-03T08:49:52,S011,11
T147,2025-03-03T08:53:56,2025-03-03T08:54:19,S012,12
T148,2025-03-03T08:22:00,2025-03-03T08:22:32,S012,1
T148,2025-03-03T08:25:55,2025-03-03T08:26:14,S011,2
T148,2025-03-03T08:30:02,2025-03-03T08:30:26,S010,3
T148,2025-03-03T08:33:48,2025-03-03T08:34:22,S009,4
T148,2025-03-03T08:37:28,2025-03-03T08:37:47,S008,5
T148,2025-03-03T08:41:56,2025-03-03T08:42:39,S007,6
T148,2025-03-03T08:45:48,2025-03-03T08:46:28,S006,7
T148,2025-03-03T08:50:30,2025-03-03T08:51:00,S005,8
T148,2025-03-03T08:54:35,2025-03-03T08:55:02,S004,9
T148,2025-03-03T08:58:30,2025-03-03T08:58:56,S003,10
T148,2025-03-03T09:03:54,2025-03-03T09:04:14,S002,11
T148,2025-03-03T09:09:26,2025-03-03T09:10:04,S001,12
T149,2025-03-03T08:43:00,2025-03-03T08:43:17,S001,1
T149,2025-03-03T08:48:48,2025-03-03T08:49:08,S002,2
T149,2025-03-03T08:54:00,2025-03-03T08:54:29,S003,3
T149,2025-03-03T08:58:12,2025-03-03T08:58:49,S004,4
T149,2025-03-03T09:02:21,2025-03-03T09:03:02,S005,5
T149,2025-03-03T09:07:37,2025-03-03T09:08:07,S006,6
T149,2025-03-03T09:11:57,2025-03-03T09:12:38,S007,7
T149,2025-03-03T09:17:57,2025-03-03T09:18:14,S008,8
T149,2025-03-03T09:22:52,2025-03-03T09:23:16,S009,9
T149,2025-03-03T09:27:02,2025-03-03T09:27:36,S010,10
T149,2025-03-03T09:31:06,2025-03-03T09:31:34,S011,11
T149,2025-03-03T09:36:38,2025-03-03T09:36:58,S012,12
T150,2025-03-03T09:00:00,2025-03-03T09:00:36,S012,1
T150,2025-03-03T09:04:16,2025-03-03T09:04:59,S011,2
T150,2025-03-03T09:09:47,2025-03-03T09:10:13,S010,3
T150,2025-03-03T09:14:32,2025-03-03T09:14:56,S009,4
T150,2025-03-03T09:18:10,2025-03-03T09:18:39,S008,5
T150,2025-03-03T09:23:35,2025-03-03T09:23:53,S007,6
T150,2025-03-03T09:28:37,2025-03-03T09:29:12,S006,7
T150,2025-03-03T09:33:46,2025-03-03T09:34:07,S005,8
T150,2025-03-03T09:39:10,2025-03-03T09:39:28,S004,9
T150,2025-03-03T09:44:26,2025-03-03T09:45:01,S003,10
T150,2025-03-03T09:50:02,2025-03-03T09:50:43,S002,11
T150,2025-03-03T09:53:58,2025-03-03T09:54:42,S001,12
T151,2025-03-03T09:22:00,2025-03-03T09:22:42,S001,1
T151,2025-03-03T09:27:30,2025-03-03T09:28:02,S002,2
T151,2025-03-03T09:32:57,2025-03-03T09:33:16,S003,3
T151,2025-03-03T09:38:31,2025-03-03T09:39:08,S004,4
T151,2025-03-03T09:44:17,2025-03-03T09:44:39,S005,5
T151,2025-03-03T09:50:08,2025-03-03T09:50:40,S006,6
T151,2025-03-03T09:54:15,2025-03-03T09:54:50,S007,7
T151,2025-03-03T10:00:04,2025-03-03T10:00:36,S008,8
T151,2025-03-03T10:06:10,2025-03-03T10:06:52,S009,9
T151,2025-03-03T10:10:33,2025-03-03T10:11:15,S010,10
T151,2025-03-03T10:16:24,2025-03-03T10:16:49,S011,11
T151,2025-03-03T10:22:23,2025-03-03T10:22:44,S012,12
T158,2025-03-03T06:59:00,2025-03-03T06:59:20,S024,1
T158,2025-03-03T07:04:03,2025-03-03T07:04:42,S023,2
T158,2025-03-03T07:08:47,2025-03-03T07:09:21,S022,3
T158,2025-03-03T07:13:11,2025-03-03T07:13:29,S021,4
T158,2025-03-03T07:17:50,2025-03-03T07:18:25,S020,5
T158,2025-03-03T07:23:01,2025-03-03T07:23:34,S019,6
T158,2025-03-03T07:27:06,2025-03-03T07:27:41,S018,7
T158,2025-03-03T07:31:32,2025-03-03T07:31:58,S017,8
T158,2025-03-03T07:36:35,2025-03-03T07:36:51,S016,9
T158,2025-03-03T07:39:33,2025-03-03T07:40:06,S015,10
T158,2025-03-03T07:44:40,2025-03-03T07:45:15,S014,11
T158,2025-03-03T07:50:10,2025-03-03T07:50:29,S013,12
T159,2025-03-03T07:20:00,2025-03-03T07:20:17,S013,1
T159,2025-03-03T07:25:11,2025-03-03T07:25:31,S014,2
T159,2025-03-03T07:28:47,2025-03-03T07:29:27,S015,3
T159,2025-03-03T07:35:01,2025-03-03T07:35:31,S016,4
T159,2025-03-03T07:40:27,2025-03-03T07:41:02,S017,5
T159,2025-03-03T07:45:13,2025-03-03T07:45:42,S018,6
T159,2025-03-03T07:50:08,2025-03-03T07:50:24,S019,7
T159,2025-03-03T07:55:14,2025-03-03T07:55:33,S020,8
T159,2025-03-03T08:00:32,2025-03-03T08:00:49,S021,9
T159,2025-03-03T08:04:25,2025-03-03T08:04:50,S022,10
T159,2025-03-03T08:09:17,2025-03-03T08:09:34,S023,11
T159,2025-03-03T08:12:55,2025-03-03T08:13:11,S024,12
T160,2025-03-03T07:39:00,2025-03-03T07:39:22,S024,1
T160,2025-03-03T07:42:56,2025-03-03T07:43:37,S023,2
T160,2025-03-03T07:48:34,2025-03-03T07:48:53,S022,3
T160,2025-03-03T07:53:50,2025-03-03T07:54:30,S021,4
T160,2025-03-03T07:59:30,2025-03-03T07:59:58,S020,5
T160,2025-03-03T08:03:54,2025-03-03T08:04:21,S019,6
T160,2025-03-03T08:08:13,2025-03-03T08:08:55,S018,7
T160,2025-03-03T08:13:32,2025-03-03T08:13:57,S017,8
T160,2025-03-03T08:18:23,2025-03-03T08:18:43,S016,9
T160,2025-03-03T08:21:54,2025-03-03T08:22:28,S015,10
T160,2025-03-03T08:27:31,2025-03-03T08:28:11,S014,11
T160,2025-03-03T08:31:33,2025-03-03T08:31:56,S013,12
T161,2025-03-03T08:03:00,2025-03-03T08:03:22,S013,1
T161,2025-03-03T08:07:50,2025-03-03T08:08:34,S014,2
T161,2025-03-03T08:12:31,2025-03-03T08:13:02,S015,3
T161,2025-03-03T08:18:14,2025-03-03T08:18:53,S016,4
T161,2025-03-03T08:23:09,2025-03-03T08:23:47,S017,5
T161,2025-03-03T08:27:46,2025-03-03T08:28:19,S018,6
T161,2025-03-03T08:32:46,2025-03-03T08:33:01,S019,7
T161,2025-03-03T08:37:05,2025-03-03T08:37:20,S020,8
T161,2025-03-03T08:42:34,2025-03-03T08:43:01,S021,9
T161,2025-03-03T08:48:29,2025-03-03T08:49:12,S022,10
T161,2025-03-03T08:53:38,2025-03-03T08:54:08,S023,11
T161,2025-03-03T08:57:14,2025-03-03T08:57:46,S024,12
T162,2025-03-03T08:20:00,2025-03-03T08:20:30,S024,1
T162,2025-03-03T08:25:05,2025-03-03T08:25:41,S023,2
T162,2025-03-03T08:29:15,2025-03-03T08:29:45,S022,3
T162,2025-03-03T08:35:01,2025-03-03T08:35:31,S021,4
T162,2025-03-03T08:39:03,2025-03-03T08:39:19,S020,5
T162,2025-03-03T08:44:02,2025-03-03T08:44:25,S019,6
T162,2025-03-03T08:49:24,2025-03-03T08:50:07,S018,7
T162,2025-03-03T08:54:19,2025-03-03T08:54:55,S017,8
T162,2025-03-03T08:59:36,2025-03-03T09:00:02,S016,9
T162,2025-03-03T09:05:35,2025-03-03T09:06:08,S015,10
T162,2025-03-03T09:09:43,2025-03-03T09:10:05,S014,11
T162,2025-03-03T09:14:43,2025-03-03T09:15:24,S013,12
T163,2025-03-03T08:43:00,2025-03-03T08:43:36,S013,1
T163,2025-03-03T08:47:26,2025-03-03T08:48:04,S014,2
T163,2025-03-03T08:52:03,2025-03-03T08:52:43,S015,3
T163,2025-03-03T08:55:56,2025-03-03T08:56:24,S016,4
T163,2025-03-03T09:01:59,2025-03-03T09:02:22,S017,5
T163,2025-03-03T09:07:24,2025-03-03T09:07:42,S018,6
T163,2025-03-03T09:12:46,2025-03-03T09:13:27,S019,7
T163,2025-03-03T09:17:46,2025-03-03T09:18:13,S020,8
T163,2025-03-03T09:22:32,2025-03-03T09:23:04,S021,9
T163,2025-03-03T09:28:27,2025-03-03T09:29:10,S022,10
T163,2025-03-03T09:33:32,2025-03-03T09:34:10,S023,11
T163,2025-03-03T09:38:12,2025-03-03T09:38:47,S024,12
T164,2025-03-03T09:01:00,2025-03-03T09:01:21,S024,1
T164,2025-03-03T09:04:51,2025-03-03T09:05:22,S023,2
T164,2025-03-03T09:09:13,2025-03-03T09:09:38,S022,3
T164,2025-03-03T09:14:30,2025-03-03T09:14:48,S021,4
T164,2025-03-03T09:18:36,2025-03-03T09:18:58,S020,5
T164,2025-03-03T09:22:49,2025-03-03T09:23:21,S019,6
T164,2025-03-03T09:26:44,2025-03-03T09:27:25,S018,7
T164,2025-03-03T09:31:29,2025-03-03T09:32:11,S017,8
T164,2025-03-03T09:36:23,2025-03-03T09:36:44,S016,9
T164,2025-03-03T09:42:03,2025-03-03T09:42:45,S015,10
T164,2025-03-03T09:46:20,2025-03-03T09:46:55,S014,11
T164,2025-03-03T09:50:39,2025-03-03T09:51:21,S013,12
T165,2025-03-03T09:19:00,2025-03-03T09:19:30,S013,1
T165,2025-03-03T09:22:53,2025-03-03T09:23:13,S014,2
T165,2025-03-03T09:28:38,2025-03-03T09:29:04,S015,3
T165,2025-03-03T09:32:11,2025-03-03T09:32:39,S016,4
T165,2025-03-03T09:36:26,2025-03-03T09:37:02,S017,5
T165,2025-03-03T09:41:15,2025-03-03T09:41:35,S018,6
T165,2025-03-03T09:45:07,2025-03-03T09:45:34,S019,7
T165,2025-03-03T09:49:38,2025-03-03T09:50:18,S020,8
T165,2025-03-03T09:54:29,2025-03-03T09:54:52,S021,9
T165,2025-03-03T09:59:33,2025-03-03T09:59:58,S022,10
T165,2025-03-03T10:05:04,2025-03-03T10:05:35,S023,11
T165,2025-03-03T10:11:02,2025-03-03T10:11:44,S024,12
T172,2025-03-03T07:02:00,2025-03-03T07:02:33,S036,1
T172,2025-03-03T07:07:55,2025-03-03T07:08:19,S035,2
T172,2025-03-03T07:11:54,2025-03-03T07:12:30,S034,3
T172,2025-03-03T07:17:29,2025-03-03T07:17:57,S033,4
T172,2025-03-03T07:23:29,2025-03-03T07:24:11,S032,5
T172,2025-03-03T07:29:25,2025-03-03T07:29:44,S031,6
T172,2025-03-03T07:33:37,2025-03-03T07:33:56,S030,7
T172,2025-03-03T07:39:22,2025-03-03T07:39:41,S029,8
T172,2025-03-03T07:44:02,2025-03-03T07:44:28,S028,9
T172,2025-03-03T07:49:57,2025-03-03T07:50:33,S027,10
T172,2025-03-03T07:56:02,2025-03-03T07:56:32,S026,11
T172,2025-03-03T08:00:32,2025-03-03T08:00:59,S025,12
T173,2025-03-03T07:23:00,2025-03-03T07:23:31,S025,1
T173,2025-03-03T07:26:55,2025-03-03T07:27:27,S026,2
T173,2025-03-03T07:32:49,2025-03-03T07:33:15,S027,3
T173,2025-03-03T07:38:30,2025-03-03T07:39:06,S028,4
T173,2025-03-03T07:43:05,2025-03-03T07:43:30,S029,5
T173,2025-03-03T07:47:34,2025-03-03T07:48:10,S030,6
T173,2025-03-03T07:51:45,2025-03-03T07:52:25,S031,7
T173,2025-03-03T07:57:01,2025-03-03T07:57:30,S032,8
T173,2025-03-03T08:01:42,2025-03-03T08:02:09,S033,9
T173,2025-03-03T08:05:52,2025-03-03T08:06:26,S034,10
T173,2025-03-03T08:11:11,2025-03-03T08:11:34,S035,11
T173,2025-03-03T08:15:24,2025-03-03T08:15:53,S036,12
T174,2025-03-03T07:39:00,2025-03-03T07:39:35,S036,1
T174,2025-03-03T07:44:41,2025-03-03T07:45:06,S035,2
T174,2025-03-03T07:49:29,2025-03-03T07:49:49,S034,3
T174,2025-03-03T07:53:17,2025-03-03T07:53:48,S033,4
T174,2025-03-03T07:58:20,2025-03-03T07:58:56,S032,5
T174,2025-03-03T08:04:08,2025-03-03T08:04:40,S031,6
